pitch_mean|pitch_max|pitch_min|pitch_range|intensity_mean|intensity_max|intensity_min|jitter|shimmer|nhr|duration|wav|text_normalized
207.27198326084752|344.6303783640811|77.2364048100284|267.39397355405265|71.89709180664931|84.57629127744616|23.034052975954673|0.012486967510686238|0.09055093621586859|0.161754|3.7904029041048792|wavs/LJ001-0076.wav|and things got worse and worse through the whole of the seventeenth century, so that in the eighteenth printing was very miserably performed.
199.15983030552778|323.13168790304326|151.33212413759446|171.7995637654488|69.02471565997479|78.2120539085833|30.289316720487278|0.010468501601121324|0.12521311724619127|0.146840|4.082024991989747|wavs/LJ008-0250.wav|and lay disregarded beside the body of the poor dog which, while searching for its master in the crowd,
216.86053836168094|557.2337960311721|70.28206267606674|486.9517333551054|69.41464166958697|80.98750293715436|31.136831924743188|0.010932517011338835|0.11717307537618915|0.157292|4.330998151664257|wavs/LJ006-0073.wav|of his many manifest duties, but I shall here confine myself to animadverting on his neglect as regards the appropriation of his prison.
197.11404846319235|338.8953293703792|75.29299268411373|263.6023366862655|68.63886246879181|80.9126042297419|26.462281413859877|0.010856091700116711|0.10075979713797577|0.164951|3.906701893163663|wavs/LJ032-0044.wav|shows an imprint made by the cash register which recorded the receipt of twenty-one dollars, forty-five cents on March thirteen, nineteen sixty-three.
206.4932328460353|587.4961516685745|75.4590903259286|512.0370613426459|70.74379205570904|77.70833480168264|34.793521670719564|0.010921250109208339|0.11796280847320481|0.230546|4.764863185759434|wavs/LJ036-0156.wav|He was in error, however.
204.32830904221024|336.147984633662|84.73257156451736|251.41541306914468|72.01010863161827|82.3140318812098|33.831082962149225|0.017018666283942205|0.09977058830455296|0.268020|3.777440591272852|wavs/LJ014-0314.wav|Pries at length was discovered
181.72267225363572|282.9273308020003|77.95656792553211|204.9707628764682|67.92747888318826|77.43127441931965|31.526369599559885|0.012415707410988408|0.11577142440206009|0.184898|4.61881439956909|wavs/LJ011-0146.wav|and no person ever after suffered death for any variety of this crime.
205.07528800895113|595.2621246240883|76.1119167920001|519.1502078320882|68.78214564273645|79.7411478561376|17.154734780614966|0.01688859194500039|0.10444369440032704|0.203792|3.7687606535567286|wavs/LJ026-0098.wav|The circulatory system distributes these foods. In animals foods prepared for absorption in the stomach and intestine (by digestion)
233.87936676160888|579.3050291212771|77.34296160860639|501.9620675126707|69.61318446279253|78.72821974396122|26.796960461797028|0.012567011369201865|0.09525008789812146|0.179508|4.106288627396208|wavs/LJ039-0147.wav|sighting with the telescopic lens and operating the bolt.
216.41436467135696|367.2844642292364|124.64079703765721|242.6436671915792|70.49383814303111|80.19432153966227|28.083834158767164|0.010114839842522781|0.11874596668891477|0.161442|3.454436942817711|wavs/LJ028-0171.wav|upon which was raised a second tower, and on that a third, and so on up to eight.
211.56125783435553|566.1920945657748|119.9749093833969|446.21718518237793|70.7544955556686|80.55251366352516|16.031414590979537|0.011874560064195724|0.07834406470607358|0.144836|3.8850891384088033|wavs/LJ038-0020.wav|Brewer told Mrs. Postal that he had seen the man ducking into his place of business and that he had followed him to the theatre.
219.13569813571382|599.530626889387|79.46227865897137|520.0683482304156|68.97969353483352|78.24659248436727|24.152898785967153|0.010601082087830359|0.09670422376392505|0.148347|3.4978296295228066|wavs/LJ036-0037.wav|He picked Oswald from the lineup as the man who had boarded the bus at the, quote, lower end of town on Elm around Houston, end quote,
